is_bomb_planted,losing_streak_defender,losing_streak_attacker,balance_attacker,health_attacker,has_helmet_attacker,duck_amount_attacker,flash_duration_attacker,armor_value_attacker,current_equip_value_attacker,X_attacker,pitch_attacker,yaw_attacker,Y_attacker,Z_attacker,velocity_attacker,tick,steamid_attacker,name_attacker,balance_defender,health_defender,has_helmet_defender,duck_amount_defender,flash_duration_defender,armor_value_defender,current_equip_value_defender,X_defender,pitch_defender,yaw_defender,Y_defender,Z_defender,velocity_defender,steamid_defender,name_defender,attacker_won,crosshair_alignment_attacker,crosshair_alignment_defender
False,1,1,150,100,False,0.0,0.0,100,950,1561.0375,-4.6200867,125.83157,1628.7085,1.03125,66.66058,2789,76561198052354821,XELLOW,150,100,False,0.0,0.0,100,850,771.23816,4.104431,-45.751526,2686.6548,95.921616,134.39404,76561199121088563,zeRRoFIX,True,0.9998349,0.99147606
False,1,1,150,70,False,0.7626222,0.0,86,850,1313.6422,-6.0884857,179.92343,2149.3372,0.10231066,82.47462,2830,76561198070199303,ragga,150,12,False,0.6662594,0.0,100,850,338.0536,5.857422,-0.80233765,2131.1501,97.041245,43.84542,76561198964042711,s-chilla,True,0.99977636,0.9994675
False,1,1,150,73,False,0.0,0.0,90,850,-1942.2626,-0.44013977,74.17178,-197.33984,20.217709,147.71657,2830,76561199189100088,7kick,150,13,False,0.76298785,0.0,94,950,-1572.6471,0.72613525,-104.47895,1239.781,37.85823,77.90241,76561198800253526,jambo,True,0.99969053,0.9999991
True,1,1,450,52,False,0.90830797,0.0,84,850,-411.7196,-1.3200684,84.55524,-36.08185,-0.30682373,43.606663,3985,76561199189100088,7kick,150,28,False,1.0,0.0,100,950,-264.32275,0.8315277,-95.9515,1516.5929,32.03125,10.56151,76561198446445284,jackasmo,True,0.99999726,0.9999382
True,1,1,750,52,False,0.0,0.0,84,850,-423.48193,4.356079,90.49542,-32.465454,-0.97180176,33.41655,4032,76561199189100088,7kick,0,15,False,0.0,0.0,0,400,-493.41595,-5.004608,-86.76624,1433.4122,-110.96875,210.57918,76561198132026180,fear,True,0.9992421,0.9998833
False,2,0,0,100,True,0.0,0.0,100,3000,-383.8495,3.0517883,91.63971,-423.09125,9.03125,0.0,6028,76561198052354821,XELLOW,2050,100,False,0.0,0.0,0,200,-420.68616,0.31689453,-87.93423,1959.7556,-126.6438,250.00177,76561198446445284,jackasmo,True,0.99990726,0.9978421
False,2,0,0,100,True,0.7642053,0.0,100,3900,-1110.0764,0.4751587,36.946335,1278.9774,-110.4538,85.572365,6823,76561198070199303,ragga,1900,70,False,0.40316102,0.0,0,200,-859.1968,2.0046692,-142.30865,1501.9686,-109.23755,152.64453,76561198132026180,fear,True,0.9965871,0.9971456
False,2,0,600,68,True,0.0,0.0,86,3900,-1243.9574,16.364822,51.024292,1081.1995,30.078615,13.64467,7170,76561198070199303,ragga,2350,71,False,0.0,0.0,0,200,-906.2547,-12.837189,-128.08548,1493.1987,-110.20642,88.15499,76561198964042711,s-chilla,True,0.99958575,0.99921477
True,2,0,50,74,True,0.07558594,0.0,97,4500,470.55185,-4.1184998,-143.93018,-244.03674,-2.1499023,50.640125,9685,76561198161245944,Ciocardau,2350,74,False,0.969598,0.0,0,3300,-438.09912,5.5968475,37.355576,-924.091,103.5847,21.577047,76561199121088563,zeRRoFIX,True,0.99969584,0.999944
False,3,0,2450,100,True,0.0,0.0,76,5100,-604.08704,-7.391739,164.86255,2120.2432,-118.270325,111.800995,16017,76561198052354821,XELLOW,100,100,False,0.0,0.0,100,4850,-760.50714,1.8477631,3.1060486,2092.0774,-110.29205,5.2968807,76561198964042711,s-chilla,False,0.90155894,0.9921819
False,3,0,150,40,True,0.0,0.0,88,4600,-2059.1182,1.1285095,-5.694351,2277.5667,0.41404247,43.271133,16370,76561198070199303,ragga,400,100,False,0.0,0.0,100,4850,-1054.6368,-0.24752808,173.07553,2175.7932,-17.85846,0.0,76561198964042711,s-chilla,False,0.99999744,0.9997076
False,3,0,500,18,True,0.0,0.0,100,5000,-275.0313,2.9700928,132.6582,1516.9688,-124.8147,0.0,17015,76561197981355847,BTN,50,100,True,1.0,0.0,100,4300,-561.38446,8.535004,-34.45038,1700.5681,-115.3996,41.88625,76561199121088563,zeRRoFIX,False,0.96427435,0.9921742
True,3,0,2700,93,True,0.0,0.0,97,5100,-1388.9713,25.25586,-37.326385,2710.1057,125.03125,0.0,17315,76561198161245944,Ciocardau,100,100,False,0.0,0.0,100,4550,-1265.9076,2.573883,153.00797,2622.854,120.60689,188.48598,76561198446445284,jackasmo,False,0.91598564,0.986674
False,1,1,0,63,False,0.0,0.0,86,1150,958.2577,6.771698,-43.06195,1074.249,0.8006065,90.57054,21874,76561198070199303,ragga,1200,100,True,0.41945276,3.939331,100,5800,1538.7034,-5.70224,139.02512,563.0461,-69.27167,75.371765,76561198446445284,jackasmo,False,0.9991816,0.9999343
