is_bomb_planted,losing_streak_defender,losing_streak_attacker,balance_attacker,health_attacker,has_helmet_attacker,duck_amount_attacker,flash_duration_attacker,armor_value_attacker,current_equip_value_attacker,X_attacker,pitch_attacker,yaw_attacker,Y_attacker,Z_attacker,velocity_attacker,tick,steamid_attacker,name_attacker,balance_defender,health_defender,has_helmet_defender,duck_amount_defender,flash_duration_defender,armor_value_defender,current_equip_value_defender,X_defender,pitch_defender,yaw_defender,Y_defender,Z_defender,velocity_defender,steamid_defender,name_defender,attacker_won,crosshair_alignment_attacker,crosshair_alignment_defender
False,1,1,150,100,False,0.0,0.0,100,850,1128.5713,-0.13183594,62.371796,996.2124,-2.7666626,82.27594,4122,76561198332845251,nettik-,150,100,False,0.0,1.6274356,100,850,1750.4415,-0.115356445,-116.534386,2138.1511,3.177878,0.0,76561198215541549,nauh,False,0.99986184,0.9993463
False,1,1,100,100,False,0.0,0.0,0,200,1266.8981,0.41918945,67.4485,1101.52,-0.7440796,238.95442,4192,76561198067762481,ADDICT-,150,100,False,0.0,3.2313218,100,850,1265.4182,4.106827,-90.20084,2802.9165,127.04419,110.18754,76561198066795281,Drox-,False,0.92003566,0.9999851
False,1,1,0,100,False,0.0,0.0,0,1000,1074.5334,0.15174866,63.50441,790.2056,9.031248,0.0,4227,76561197985097994,AZR,450,100,False,0.3058594,0.0,100,850,1750.5247,0.39619446,-113.63022,2138.6797,3.1803708,11.433179,76561198215541549,nauh,False,0.9999968,0.9985765
False,1,1,450,85,False,0.0,0.6927603,93,850,1360.5602,-3.2121277,85.716,1189.6359,-8.445618,30.987654,4901,76561198140390131,mhL1337,150,100,False,0.0,1.605209,100,850,1360.9335,0.15414429,-90.31277,2310.7263,11.91157,220.63329,76561198862368967,N1ghtraid,False,0.99651736,0.9998675
False,1,1,150,59,False,0.0,3.9560611,82,1150,1239.0197,-0.36323547,81.73895,1037.0165,0.043323517,35.441883,4977,76561198024347602,hazr,150,91,False,0.0,1.6438103,95,850,1388.4061,0.021972656,-97.82261,2186.9075,-4.994812,54.25416,76561198203090521,JJynx,False,0.9998305,0.9999619
False,0,2,2050,100,False,0.64880633,0.0,0,200,305.64194,5.0598907,10.2282715,2127.4458,98.11639,149.88782,7836,76561198332845251,nettik-,50,48,True,0.0,0.0,71,4500,1327.6494,-4.004181,-168.45131,2301.8535,15.554325,30.465895,76561198862368967,N1ghtraid,True,0.9999162,0.99942774
False,0,2,2350,98,False,0.0,0.0,0,200,435.42407,10.339844,-33.771637,2492.215,95.38915,209.0805,7998,76561198332845251,nettik-,150,100,True,0.0,0.0,100,4900,1614.6349,-3.9293213,147.61023,1801.9167,1.0312519,118.192314,76561198066795281,Drox-,False,0.99203295,0.9993658
False,0,2,1900,62,False,0.0,0.0,0,200,690.04333,6.2745667,-42.83261,2576.281,94.78216,116.06732,8141,76561197985097994,AZR,450,20,True,1.0,0.0,64,4900,1568.3356,-1.9229431,136.76193,1743.9897,0.056575537,47.687828,76561198066795281,Drox-,False,0.99944824,0.9989998
False,0,3,100,76,True,0.0,0.0,95,5000,-245.05579,3.0360107,26.233292,1269.1442,32.117165,19.973042,14964,76561197985097994,AZR,1050,100,True,0.0,0.0,100,5300,330.83508,-1.4683838,-157.36473,1503.3595,1.7621956,55.588676,76561198215541549,nauh,True,0.99743664,0.9996933
False,0,3,450,16,True,1.0,0.0,82,4600,273.03137,88.99991,81.844025,1712.4215,64.29608,47.664062,17727,76561198332845251,nettik-,450,100,True,0.0,0.0,64,5800,360.0815,9.133423,-96.20041,2524.1418,96.3862,29.486914,76561198066795281,Drox-,False,-0.021842176,0.9927933
False,0,3,500,100,True,0.0,0.0,100,5000,1330.2363,-1.017273,-165.57324,2611.9014,92.251114,196.91516,18732,76561198067762481,ADDICT-,850,92,True,0.0,0.0,100,7550,312.31757,3.011963,-0.85487366,2579.8323,97.42098,77.744865,76561198862368967,N1ghtraid,False,0.97575563,0.9977971
False,0,4,50,42,False,0.0,0.0,84,5800,1550.1077,3.4057617,100.05661,1753.087,1.03125,38.244408,19107,76561198140390131,mhL1337,6400,100,True,0.9819569,0.0,100,3850,1454.3568,2.94812,-79.34807,2231.614,-7.486206,76.69933,76561198203090521,JJynx,False,0.99887776,0.9975601
False,0,4,2000,100,False,1.0,0.0,0,1400,-572.33167,-1.0769958,33.065414,1820.4043,-118.63818,0.0,24908,76561198067762481,ADDICT-,2700,100,True,0.0,0.0,64,5600,190.03984,0.25097656,-135.04463,2332.2512,-118.96875,107.79675,76561198066795281,Drox-,True,0.99971634,0.981354
False,0,4,1800,100,False,0.0,0.0,100,1350,-346.30188,-10.262939,143.0523,1912.4865,-124.11401,68.61863,24988,76561198024347602,hazr,2700,100,True,0.0,0.0,100,7650,-974.9136,7.0937347,-35.337524,2368.4565,-41.56842,95.13294,76561198221547316,aleccx,False,0.99717367,0.99978226
True,0,4,50,100,False,0.21695516,0.0,0,5650,443.18167,1.0145264,-133.79768,1726.6942,4.07362,18.973194,27518,76561198140390131,mhL1337,2800,100,True,0.0,0.0,100,7650,69.6182,-0.033996582,45.91977,1360.5414,0.028297424,103.999825,76561198221547316,aleccx,True,0.9994698,0.9996347
True,0,4,150,100,False,0.0,0.0,0,5650,447.0362,2.0949554,-145.51562,1740.9426,4.206083,92.26069,27768,76561198140390131,mhL1337,2800,100,True,0.0,0.0,100,4900,105.16467,0.50605774,42.261993,1407.2383,-0.29003906,187.5947,76561198203090521,JJynx,False,0.98498136,0.9991966
True,0,4,2300,100,False,0.0,0.0,0,1400,329.20438,4.3684387,-118.11985,1664.4358,34.766415,211.90128,27821,76561198067762481,ADDICT-,3100,100,True,0.0,0.0,100,4900,141.1516,-4.9500275,58.300323,1376.6396,-0.17382812,57.650013,76561198203090521,JJynx,True,0.99584836,0.99956656
False,1,2,500,77,True,0.0,0.0,95,5000,1320.4556,-4.7189636,95.51755,2021.6482,1.031249,38.24083,34557,76561198024347602,hazr,100,100,True,0.0,0.0,100,5500,344.99576,9.487732,-4.406555,2103.6355,96.38913,0.0,76561198215541549,nauh,False,0.18570688,0.99763215
False,1,2,4200,77,True,0.8636719,0.0,96,4800,1379.5011,8.536041,-150.75406,2890.3433,118.21716,45.8453,35633,76561198332845251,nettik-,400,100,True,1.0,2.5353558,100,5500,337.1812,3.6134644,29.022446,2293.63,97.04051,36.932007,76561198215541549,nauh,True,0.99134105,0.99665594
False,1,2,1250,53,True,0.0,0.0,91,7450,1556.1993,-3.9080505,135.72717,1681.7118,1.03125,44.675114,35776,76561198140390131,mhL1337,50,100,False,0.0,0.0,100,4450,1070.8711,2.1340942,63.932877,717.4267,6.54476,0.0,76561198862368967,N1ghtraid,False,-0.30059358,0.99941945
False,1,2,4000,100,True,0.0,0.0,100,5500,-484.6164,3.817749,50.17215,1475.4396,-110.96875,111.80027,35962,76561198067762481,ADDICT-,150,100,False,0.0,0.0,100,4250,-400.92322,5.719757,-76.219025,1603.3236,-126.43536,243.2211,76561198221547316,aleccx,True,0.99278516,0.66532797
False,1,2,4500,77,True,1.0,1.4652469,96,4800,1326.2275,6.3799744,-91.44264,2538.3718,76.39598,31.084929,35965,76561198332845251,nettik-,350,42,False,0.0,0.0,93,4450,1285.7361,-1.0560608,88.02313,852.2348,-0.107299805,58.399715,76561198862368967,N1ghtraid,True,0.9978206,0.9995834
False,1,2,4300,17,True,1.0,0.0,87,5500,-383.0525,6.6601257,98.16351,1304.7689,-123.023315,14.4194565,36266,76561198067762481,ADDICT-,150,84,False,0.13412017,0.0,98,4550,-564.6173,7.1720123,-81.53229,2411.921,-95.68927,0.0,76561198203090521,JJynx,True,0.9899322,0.9948143
False,2,1,1750,100,True,0.9648849,0.0,91,5600,-355.10925,-2.6840973,131.5877,1523.7928,-126.009705,72.742546,40767,76561198332845251,nettik-,2300,100,False,1.0,0.0,0,200,-569.9725,-2.475006,-35.63896,1702.0332,-115.214905,0.0,76561198215541549,nauh,True,0.98838973,0.9941737
