is_bomb_planted,losing_streak_defender,losing_streak_attacker,balance_attacker,health_attacker,has_helmet_attacker,duck_amount_attacker,flash_duration_attacker,armor_value_attacker,current_equip_value_attacker,X_attacker,pitch_attacker,yaw_attacker,Y_attacker,Z_attacker,velocity_attacker,tick,steamid_attacker,name_attacker,balance_defender,health_defender,has_helmet_defender,duck_amount_defender,flash_duration_defender,armor_value_defender,current_equip_value_defender,X_defender,pitch_defender,yaw_defender,Y_defender,Z_defender,velocity_defender,steamid_defender,name_defender,attacker_won,crosshair_alignment_attacker,crosshair_alignment_defender
False,1,1,150,87,False,0.0,0.0,94,950,1645.2417,-3.4153748,108.897156,877.3926,-9.148071,0.0,2566,76561198169560297,SHOCK,150,100,False,0.0,0.0,100,850,1048.639,3.3000183,-70.84156,2608.5098,96.53125,61.69328,76561198033392496,Anarkez,False,0.999996,0.99999696
False,1,1,150,100,False,0.0,4.995473,100,850,1484.5958,-1.9095612,-164.33556,2647.358,84.761505,82.26224,2819,76561198833618656,majky,450,100,False,0.0,0.0,100,850,984.03357,3.5640259,12.318756,2513.2085,96.53125,136.11366,76561198033392496,Anarkez,True,0.999877,0.9981255
False,1,1,150,83,False,1.0,0.0,92,850,-416.88452,-2.156067,82.88806,1861.6492,-127.25177,49.713882,3036,76561198131690816,oskar,150,9,False,0.0,0.0,63,850,-383.0426,3.742218,-97.59155,2101.3428,-128.72595,39.04678,76561198799702935,Joel,True,0.9989143,0.99742174
True,1,1,450,52,False,0.0,0.0,77,850,-356.73328,-1.6939545,-139.00108,1607.6493,-126.94263,0.0,3470,76561198131690816,oskar,150,100,False,0.0,0.0,100,850,-665.40857,2.9920654,41.934814,1340.4648,-109.2652,9.930315,76561198158709510,Pr1me,True,0.9999038,0.99979067
True,1,1,750,6,False,0.06471114,0.0,56,850,-519.3428,-2.9261475,37.81598,1875.0938,-121.17352,26.16622,3768,76561198131690816,oskar,0,32,False,1.0,0.0,0,1000,86.670074,3.43219,-141.37619,2364.4778,-66.56482,38.832413,76561197961358863,Lekr0,False,0.9996353,0.9999355
False,2,0,100,86,True,1.0,0.0,94,4400,435.29205,5.69812,135.8092,-52.875793,-4.9952393,49.878105,7301,76561198833618656,majky,2350,88,False,0.0,0.0,0,200,-446.91174,0.7920532,-44.070282,808.8648,-8.789917,45.47912,76561198263656468,Cacanito,True,0.9953566,0.999847
False,2,0,100,100,True,1.0,0.0,100,3350,-327.96143,3.1678467,96.67798,-746.17554,78.386665,0.0,7350,76561198033438750,beastik,2350,4,False,0.0,0.0,0,200,-494.80975,3.8939667,-98.89137,539.1582,3.3005533,83.96184,76561198033392496,Anarkez,True,0.9999184,0.9521199
False,2,0,400,86,True,0.0,0.0,94,4400,402.717,0.95477295,130.72665,-86.235596,-5.154724,104.32534,7364,76561198833618656,majky,2050,100,False,0.0,0.0,0,200,-396.831,-0.44013977,-49.5679,847.32684,-18.757874,112.48481,76561198158709510,Pr1me,True,0.9999812,0.9999912
False,2,0,700,30,True,0.0,0.0,67,4400,405.32025,3.3264465,131.06552,-83.99817,-5.1777344,0.0,7377,76561198833618656,majky,2200,100,False,1.0,0.0,0,200,-447.47375,-1.7378998,-48.73123,888.05255,-27.8573,5.5803895,76561197961358863,Lekr0,True,0.9991733,0.99991816
False,2,0,700,47,True,0.0,0.0,74,3350,-445.00067,3.256073,86.338135,-404.61096,0.308733,83.58007,7600,76561198033438750,beastik,2350,100,False,0.0,0.0,0,200,-371.03857,-2.9336853,-92.680664,1091.7603,-77.4729,105.204124,76561198799702935,Joel,False,0.9998825,0.9999964
