is_bomb_planted,losing_streak_defender,losing_streak_attacker,balance_attacker,health_attacker,has_helmet_attacker,duck_amount_attacker,flash_duration_attacker,armor_value_attacker,current_equip_value_attacker,X_attacker,pitch_attacker,yaw_attacker,Y_attacker,Z_attacker,velocity_attacker,tick,steamid_attacker,name_attacker,balance_defender,health_defender,has_helmet_defender,duck_amount_defender,flash_duration_defender,armor_value_defender,current_equip_value_defender,X_defender,pitch_defender,yaw_defender,Y_defender,Z_defender,velocity_defender,steamid_defender,name_defender,attacker_won,crosshair_alignment_attacker,crosshair_alignment_defender
False,1,1,150,88,False,0.7960558,3.6726117,96,850,1315.0769,13.666306,-73.268166,2511.3323,71.62331,8.65491,9638,76561198212208204,b1elany,450,100,False,1.0,0.0,100,850,1404.8428,-1.6280365,-101.268196,2204.9927,-6.1418457,68.17956,76561198158377244,zyphon999,True,0.9999769,-0.85394907
True,1,1,100,100,False,1.0,0.0,0,200,1580.219,-0.4288025,135.92938,1732.9928,-0.03125,81.60167,10332,76561198137761601,Furlan,150,100,False,0.0,0.0,100,950,943.2641,-4.197815,-32.455322,2352.0364,4.235757,163.98643,76561198114929868,valde,True,0.9999945,0.9761352
True,1,1,400,100,False,0.0,0.0,0,200,1601.1067,5.720093,167.86972,1981.5143,-2.5236816,96.46198,10494,76561198137761601,Furlan,150,91,False,1.0,0.0,95,850,1092.2573,-0.043945312,67.412796,770.635,9.03125,0.0,76561198002942763,acoR,False,0.18323354,0.99994785
True,1,1,750,50,False,0.0,0.0,80,850,1049.3097,26.511047,-159.86102,2448.7842,170.03125,87.26059,10677,76561198212208204,b1elany,150,78,False,0.0,0.0,88,950,491.51343,-11.022034,0.86242676,2251.3064,-126.35101,61.268894,76561198308941038,sirah,True,0.99994826,0.9172389
True,1,1,150,82,False,0.24795842,0.0,94,850,1556.4657,2.2182007,-99.74041,2372.8933,24.230524,106.66658,10846,76561199134711371,SpavaQu,450,11,False,0.64414525,0.0,91,850,1337.7632,-1.0560608,79.46893,1096.8466,-7.4124756,24.109137,76561198002942763,acoR,True,0.9998981,0.99988323
False,2,0,150,85,True,0.0,0.0,90,4500,343.95575,9.204834,-20.738068,2480.3257,96.775665,0.0,28123,76561197979570214,phr,100,16,False,0.88016796,0.0,93,1650,1074.5841,-7.7220154,157.83405,2204.7688,7.784918,5.4346313,76561198308941038,sirah,True,0.9988864,0.9994349
False,2,0,0,29,True,0.0,0.0,81,3600,479.0043,4.048126,-43.09662,2754.2837,97.10401,80.95031,28176,76561198045817040,kADZIU:],300,94,False,0.0,0.0,96,2850,1602.3655,-3.7051392,136.91779,1714.6984,-0.22247314,0.0,76561198002942763,acoR,False,0.99995947,0.9999857
False,0,1,0,100,False,0.0,0.0,0,1900,-182.05872,2.8512878,103.213135,608.05725,0.89045525,199.13269,31349,76561199134711371,SpavaQu,0,100,True,0.0,0.0,100,4100,-625.03467,-2.349701,-76.663284,2524.5986,-82.06232,30.027653,76561197989736583,niko,False,0.9999649,0.99998355
False,0,1,0,17,False,1.0,0.0,85,2850,278.13968,-0.53970337,27.410202,2117.3108,98.70211,4.075468,35012,76561197979570214,phr,700,100,True,0.0,0.0,100,5200,1335.0212,0.96817017,-152.29968,2673.576,103.274506,127.2544,76561198158377244,zyphon999,True,0.99996585,0.99991405
False,0,1,50,49,False,0.0,0.0,66,1350,364.18866,1.848114,21.006897,2069.2664,95.571106,110.901985,35085,76561198045817040,kADZIU:],2350,29,True,0.0,0.0,94,4200,1584.1265,-1.4735413,-158.99792,2532.0586,63.172432,0.0,76561198002942763,acoR,False,0.9999642,0.9999918
False,0,2,1950,100,False,0.0,0.0,0,200,-332.37457,0.60046387,77.75882,609.36383,-1.7618408,205.6751,38302,76561198137761601,Furlan,1250,90,True,0.68527937,0.0,95,5800,-104.971924,0.92422485,-102.079124,1579.8169,2.2545314,7.6931124,76561198158377244,zyphon999,False,0.99975824,0.99973965
False,0,2,1900,9,False,0.0,0.0,0,500,-367.03522,0.3518982,78.65765,335.08405,-0.98620605,63.359035,38328,76561197979570214,phr,1550,90,True,1.0,0.0,95,5800,-97.31793,4.8841095,-103.135185,1578.0585,2.3140407,28.58275,76561198158377244,zyphon999,False,0.9998383,0.99646574
False,0,2,1900,32,False,0.16684252,0.0,0,200,-1097.4537,3.4253235,6.8595886,1397.1353,-112.03558,57.126747,38385,76561199134711371,SpavaQu,2450,100,True,1.0,0.0,100,5400,-275.2367,0.18470764,-172.85408,1496.2175,-124.65674,2.9293542,76561197989736583,niko,False,0.9990081,0.9998181
False,0,2,1950,32,False,1.0,0.0,0,200,-1127.1187,2.3407745,9.488754,1361.4655,-111.51318,20.564009,38443,76561198212208204,b1elany,2750,48,True,1.0,0.0,70,5400,-276.62738,5.7286835,-169.63336,1505.5735,-124.75012,8.82621,76561197989736583,niko,False,0.99967223,0.99327195
